Comparacoes = 25077479; Trocas = 25067486 Tempo = 0.081530
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.074175
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.075023
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.073991
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.073834
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.074170
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.075106
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.074236
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.073749
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.073759
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.074275
Comparacoes = 23110214; Trocas = 23100215 Tempo = 0.073737
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.083333
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.084052
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.078448
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.075770
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.075276
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.074321
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.074292
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.079086
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.078015
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.075537
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.074273
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.074679
Comparacoes = 23152435; Trocas = 23142445 Tempo = 0.074657
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073951
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.074546
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073643
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.072961
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073149
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073051
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073318
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073726
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.073553
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.072891
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.072818
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.072754
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.072979
Comparacoes = 22771986; Trocas = 22761987 Tempo = 0.072956
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.077241
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.074701
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.075486
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.075048
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.075212
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.075121
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.074957
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.076223
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.076396
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.076014
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.074951
Comparacoes = 23421404; Trocas = 23411407 Tempo = 0.074953
