Comparacoes = 49994565; Trocas = 25495380; Tempo = 0.330701
Comparacoes = 49986354; Trocas = 19022827; Tempo = 0.289447
Comparacoes = 49986354; Trocas = 19022827; Tempo = 0.300643
Comparacoes = 49986354; Trocas = 19022827; Tempo = 0.297659
Comparacoes = 49973055; Trocas = 19099402; Tempo = 0.293900
Comparacoes = 49973055; Trocas = 19099402; Tempo = 0.306300
Comparacoes = 49973055; Trocas = 19099402; Tempo = 0.312717
Comparacoes = 49991760; Trocas = 18874656; Tempo = 0.299630
Comparacoes = 49991760; Trocas = 18874656; Tempo = 0.344735
Comparacoes = 49991760; Trocas = 18874656; Tempo = 0.296906
Comparacoes = 49993289; Trocas = 18883178; Tempo = 0.313115
Comparacoes = 49993289; Trocas = 18883178; Tempo = 0.315512
Comparacoes = 49993289; Trocas = 18883178; Tempo = 0.300727
Comparacoes = 49977234; Trocas = 19551239; Tempo = 0.302047
Comparacoes = 49977234; Trocas = 19551239; Tempo = 0.360524
Comparacoes = 49977234; Trocas = 19551239; Tempo = 0.314042
Comparacoes = 49977234; Trocas = 19551239; Tempo = 0.295291
Comparacoes = 49973679; Trocas = 18997668; Tempo = 0.289212
Comparacoes = 49973679; Trocas = 18997668; Tempo = 0.289921
Comparacoes = 49973679; Trocas = 18997668; Tempo = 0.355588
Comparacoes = 49988097; Trocas = 19300403; Tempo = 0.301601
Comparacoes = 49988097; Trocas = 19300403; Tempo = 0.355735
Comparacoes = 49988097; Trocas = 19300403; Tempo = 0.399381
Comparacoes = 49976279; Trocas = 19354599; Tempo = 0.323070
Comparacoes = 49976279; Trocas = 19354599; Tempo = 0.310868
Comparacoes = 49976279; Trocas = 19354599; Tempo = 0.296949
Comparacoes = 49988330; Trocas = 19046657; Tempo = 0.303694
Comparacoes = 49988330; Trocas = 19046657; Tempo = 0.294239
Comparacoes = 49988330; Trocas = 19046657; Tempo = 0.293581
Comparacoes = 49974900; Trocas = 19121259; Tempo = 0.288981
Comparacoes = 49974900; Trocas = 19121259; Tempo = 0.310583
Comparacoes = 49974900; Trocas = 19121259; Tempo = 0.377185
Comparacoes = 49992984; Trocas = 18904239; Tempo = 0.356254
Comparacoes = 49992984; Trocas = 18904239; Tempo = 0.296866
Comparacoes = 49992984; Trocas = 18904239; Tempo = 0.296366
Comparacoes = 49964865; Trocas = 18956299; Tempo = 0.298126
Comparacoes = 49964865; Trocas = 18956299; Tempo = 0.295617
Comparacoes = 49964865; Trocas = 18956299; Tempo = 0.297129
Comparacoes = 49964865; Trocas = 18956299; Tempo = 0.295632
Comparacoes = 49994472; Trocas = 19031147; Tempo = 0.298658
Comparacoes = 49994472; Trocas = 19031147; Tempo = 0.302150
Comparacoes = 49994472; Trocas = 19031147; Tempo = 0.299022
Comparacoes = 49964619; Trocas = 19362424; Tempo = 0.303432
Comparacoes = 49964619; Trocas = 19362424; Tempo = 0.299653
Comparacoes = 49964619; Trocas = 19362424; Tempo = 0.311246
Comparacoes = 49979775; Trocas = 19330646; Tempo = 0.309612
Comparacoes = 49979775; Trocas = 19330646; Tempo = 0.299270
Comparacoes = 49979775; Trocas = 19330646; Tempo = 0.303134
Comparacoes = 49979775; Trocas = 19330646; Tempo = 0.299764
Comparacoes = 49991172; Trocas = 19064815; Tempo = 0.300316
Comparacoes = 49991172; Trocas = 19064815; Tempo = 0.299653
