Comparacoes = 312485484; Trocas = 156018945; Tempo = 2.293271
Comparacoes = 312475097; Trocas = 122188207; Tempo = 2.088972
Comparacoes = 312478589; Trocas = 120733469; Tempo = 2.157606
Comparacoes = 312479997; Trocas = 121638291; Tempo = 2.149075
Comparacoes = 312457119; Trocas = 120677794; Tempo = 2.191520
Comparacoes = 312263385; Trocas = 122246124; Tempo = 2.167367
Comparacoes = 312406497; Trocas = 122221403; Tempo = 2.157780
Comparacoes = 312474939; Trocas = 120551105; Tempo = 2.065179
Comparacoes = 312473304; Trocas = 120411773; Tempo = 2.362810
Comparacoes = 312437097; Trocas = 119834313; Tempo = 2.633141
Comparacoes = 312478455; Trocas = 120672567; Tempo = 2.350103
Comparacoes = 312483129; Trocas = 123166921; Tempo = 2.339281
Comparacoes = 312475872; Trocas = 121752666; Tempo = 2.384280
Comparacoes = 312478455; Trocas = 122192840; Tempo = 2.122403
Comparacoes = 312470295; Trocas = 121797879; Tempo = 2.324683
Comparacoes = 312473472; Trocas = 120883504; Tempo = 2.162594
Comparacoes = 312478320; Trocas = 120044667; Tempo = 2.133045
Comparacoes = 312451989; Trocas = 122527396; Tempo = 2.218613
Comparacoes = 312483405; Trocas = 120228923; Tempo = 2.130689
Comparacoes = 312423954; Trocas = 121782623; Tempo = 2.225799
Comparacoes = 312429189; Trocas = 121425741; Tempo = 2.090594
Comparacoes = 312480240; Trocas = 121990997; Tempo = 2.293138
Comparacoes = 312445305; Trocas = 120002561; Tempo = 2.203352
Comparacoes = 312476622; Trocas = 121038098; Tempo = 2.246829
Comparacoes = 312468585; Trocas = 120106202; Tempo = 2.085185
Comparacoes = 312456624; Trocas = 121972571; Tempo = 2.061632
Comparacoes = 312485547; Trocas = 121335357; Tempo = 2.020695
Comparacoes = 312431220; Trocas = 121425406; Tempo = 2.044334
Comparacoes = 312444722; Trocas = 120075519; Tempo = 2.014354
Comparacoes = 312461849; Trocas = 120446644; Tempo = 2.014813
Comparacoes = 312410079; Trocas = 122506978; Tempo = 2.025567
Comparacoes = 312485085; Trocas = 121593246; Tempo = 2.053139
Comparacoes = 312472965; Trocas = 121417274; Tempo = 2.023080
Comparacoes = 312362750; Trocas = 120116042; Tempo = 2.014050
Comparacoes = 312418122; Trocas = 121284569; Tempo = 2.135258
Comparacoes = 312405690; Trocas = 121357579; Tempo = 2.268295
Comparacoes = 312466590; Trocas = 120649474; Tempo = 2.143805
Comparacoes = 312464709; Trocas = 121688407; Tempo = 2.068908
Comparacoes = 312477204; Trocas = 120966815; Tempo = 2.393340
Comparacoes = 312478985; Trocas = 121478617; Tempo = 2.144803
Comparacoes = 312478320; Trocas = 121279515; Tempo = 2.142548
Comparacoes = 312479997; Trocas = 122983779; Tempo = 2.241906
Comparacoes = 312487347; Trocas = 121093229; Tempo = 2.151124
Comparacoes = 312479874; Trocas = 120944901; Tempo = 2.135472
Comparacoes = 312484872; Trocas = 120452427; Tempo = 2.200458
Comparacoes = 312459770; Trocas = 120832334; Tempo = 2.189362
Comparacoes = 312471747; Trocas = 121094550; Tempo = 2.367545
Comparacoes = 312464495; Trocas = 122594192; Tempo = 2.163281
Comparacoes = 312408497; Trocas = 120913760; Tempo = 2.194762
Comparacoes = 312485904; Trocas = 120152855; Tempo = 2.202800
Comparacoes = 312486015; Trocas = 121954289; Tempo = 2.380304
